Crash_UID,AlcoholInvolved,AtIntersection,BicycleInvolved,Year,Quarter,Month,Day,CrashTime,CrashType,DayOfWeek,DaytimeNighttime_NHTSA,DistractedDriverInvolved,DistractedDriverInjuries,DriverTextingInvolved,DriverUsingCellPhone,FunctionalClassCode,Hour,IntersectionType,Jurisdiction,Sum of Latitude,Sum of Longitude,LocationTypeName,Meteorological Season,MonthName,MotorcycleInvolved,Number_Of_Fatalities,Number_Of_Injuries,PedestrianFatalities,PedestrianInjuries,PedestrianInvolved,RelationToRoadway_Category,RelationToRoadway_Value,RoadName,RouteName,SchoolZone,SecondaryLocation,Age,Gender,Age_Groups,Pedestrian_UID,PedestrianAction_Category,PedestrianAction_Value,PedestrianCondition,PedestrianDrinking_Category,PedestrianDrinking_Value,PedestrianInjuryType,PedestrianState,WearReflectiveClothing,Year,WorkZoneType,WorkZoneLocation,WeatherCondition,TrafficControlType,TownName,Single_Multi_Vehicle,TypeOfCollision,TrainRelated,SpeedRelated,TrafficControlMechanicalDevice,MileMarker,RouteNumber,RoadwayDescription,RoadwayAlignment,RoadwayDefect,RoadwaySurfaceCondition,Sum of NumberOfVehicles,SchoolZoneInvolved,WorkZoneRelated
c0376780,No,Not at Intersection,No,2024,Qtr 4,November,24,1899-12-30 22:35:00,Injury Crash,Sunday,Nighttime,No,0,No,No,Other Freeways and Expressways,22,Not at Intersection,Fairfax County,38.93345,-77.25132,Urban,Autumn,November,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,VA-267W,VA-267,No,"",43,Male,36 - 50 Y.O.,ped7045073,Hitching On Vehicle,Hitching On Vehicle,Not Applicable,Not Applicable,Not Applicable,Serious Injury,MD,Yes,2024,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Multiple Vehicle Crashes,Pedestrian,No,No,Yes - Working,24.03,267,"Two-Way, Divided, Positive Median Barrier",Curve - Level,No Defects,Dry,2,No,No
c8682567,No,Not at Intersection,No,2024,Qtr 4,November,24,1899-12-30 22:36:00,Injury Crash,Sunday,Nighttime,No,0,No,No,Other Freeways and Expressways,22,Not at Intersection,Fairfax County,38.93331,-77.24967,Urban,Autumn,November,No,0,1,0,1,Yes,Interchange Area,"Other interchange area (median, shoulder & roadside)",OT-90004E,DULLES ACCESS RD,No,"",43,Male,36 - 50 Y.O.,ped9666923,Other,Other,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,Yes,2024,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Traffic Control,"",Multiple Vehicle Crashes,Pedestrian,No,No,No Traffic Control Device Present,11.53,90004,"One-Way, Not Divided",Straight - Level,No Defects,Dry,2,No,No
c0207574,No,Not at Intersection,No,2024,Qtr 4,November,25,1899-12-30 03:30:00,Injury Crash,Monday,Nighttime,No,0,No,No,Other Freeways and Expressways,3,Not at Intersection,Chesterfield County,37.43113,-77.63347,Urban,Autumn,November,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,VA-288S,VA-288,No,"",31,Male,21 - 35 Y.O.,ped4285888,Getting Off Or On Another Vehicle,Getting Off Or On Another Vehicle,No Defects,Had Not Been Drinking,Had Not Been Drinking,Serious Injury,VA,Yes,2024,Lane Closure,Activity Area,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,14.13,288,"Two-Way, Divided, Positive Median Barrier",Grade - Straight,No Defects,Dry,1,No,Yes
c9025281,No,Not at Intersection,No,2024,Qtr 4,November,25,1899-12-30 09:00:00,Injury Crash,Monday,Daytime,No,0,No,No,"",9,Three Approaches,Loudoun County,38.97808,-77.55178,Urban,Autumn,November,No,0,1,0,1,Yes,Intersection Area,Within Intersection,"",LEARNING CIR,Yes - With School Activity,"",17,Male,15 - 20 Y.O.,ped2814377,Crossing At Intersection,Crossing At Intersection No Signal,No Defects,Not Applicable,Not Applicable,Minor/Possible Injury,VA,No,2024,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Yield Sign,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,,0,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,Yes,No
c6755284,No,Not at Intersection,No,2024,Qtr 4,November,25,1899-12-30 19:15:00,Injury Crash,Monday,Nighttime,No,0,No,No,Local,19,Not at Intersection,Prince William County,38.67922,-77.42584,Urban,Autumn,November,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,SC-1445W (PRINCE WILLIAM COUNTY),MARIPOSA DR,No,"",27,Female,21 - 35 Y.O.,ped1531037,Standing In Roadway,Standing In Roadway,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2024,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Traffic Control,"",Single Vehicle Crashes,Pedestrian,No,No,No Traffic Control Device Present,0.22,1445,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c4705800,No,Not at Intersection,No,2024,Qtr 4,November,26,1899-12-30 18:00:00,Injury Crash,Tuesday,Nighttime,No,0,No,No,Major Collector,18,Not at Intersection,Washington County,36.6392,-82.06524,Urban,Autumn,November,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,SC-647S (WASHINGTON COUNTY),OLD JONESBORO RD,No,"",24,Male,21 - 35 Y.O.,ped9390556,Walking In Roadway,Walking In Roadway With Traffic – Sidewalks Not Available,No Defects,Had Not Been Drinking,Had Not Been Drinking,Serious Injury,VA,No,2024,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,5.41,647,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c4373628,No,Not at Intersection,No,2024,Qtr 4,November,27,1899-12-30 05:50:00,Injury Crash,Wednesday,Nighttime,No,0,No,No,Minor Collector,5,Not at Intersection,Hanover County,37.79159,-77.49305,Urban,Autumn,November,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,SC-667S (HANOVER COUNTY),BLUNTS BRIDGE RD,No,"",40,Male,36 - 50 Y.O.,ped4861813,Walking In Roadway,Walking In Roadway With Traffic – Sidewalks Not Available,No Defects,Had Not Been Drinking,Had Not Been Drinking,Serious Injury,VA,No,2024,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,1.32,667,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c0541313,No,Not at Intersection,No,2024,Qtr 4,November,28,1899-12-30 06:51:00,Injury Crash,Thursday,Daytime,No,0,No,No,Other Principal Arterial,6,Not at Intersection,Hanover County,37.68688,-77.46098,Urban,Autumn,November,No,0,2,0,1,Yes,Interchange Area,Main-Line Roadway,SC-656N (HANOVER COUNTY),SLIDING HILL RD,No,"",22,Female,21 - 35 Y.O.,ped1510867,Crossing Not At Intersection,Crossing Not At Intersection – Urban,Other,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2024,Not Provided,Not Provided,Rain,Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,0.08,656,"Two-Way, Divided, Unprotected Median",Straight - Level,No Defects,Wet,1,No,No
c6272731,No,Not at Intersection,No,2024,Qtr 4,November,28,1899-12-30 20:25:00,Injury Crash,Thursday,Nighttime,No,0,No,No,Major Collector,20,Not at Intersection,Fairfax County,38.89426,-77.25076,Urban,Autumn,November,No,0,1,0,1,Yes,Interchange Area,Main-Line Roadway,UR-6676N (TOWN OF VIENNA),PARK ST,Yes,"",37,Male,36 - 50 Y.O.,ped0105340,Crossing Not At Intersection,Crossing Not At Intersection – Rural,No Defects,Not Applicable,Not Applicable,Serious Injury,VA,No,2024,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,Vienna,Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,0.36,0,"Two-Way, Not Divided",Dip - Straight,No Defects,Dry,1,Yes,No
c9360769,No,Not at Intersection,No,2024,Qtr 4,November,30,1899-12-30 07:50:00,Injury Crash,Saturday,Daytime,No,0,No,No,Local,7,Not at Intersection,Richmond City,37.47757,-77.43386,Urban,Autumn,November,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,DANBURY RD (NP - CITY OF RICHMOND),DANBURY RD,No,"",13,Male,under 15 Y.O.,ped6667546,Other,Other,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2024,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Traffic Control,"",Single Vehicle Crashes,Pedestrian,No,No,No Traffic Control Device Present,0.1,0,"One-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c3846428,No,Not at Intersection,No,2024,Qtr 4,November,30,1899-12-30 17:45:00,Injury Crash,Saturday,Daytime,No,0,No,No,Other Principal Arterial,17,Not at Intersection,Hanover County,37.67789,-77.1929,Rural,Autumn,November,Yes,0,2,0,1,Yes,Intersection Area,Non-Intersection,US-360E,MECHANICSVILLE TPIKE,No,"",28,Male,21 - 35 Y.O.,ped4387052,Walking In Roadway,Walking In Roadway With Traffic – Sidewalks Not Available,Other,Had Not Been Drinking,Had Not Been Drinking,Serious Injury,VA,No,2024,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,Yes,Yes - Working,158.44,360,"Two-Way, Divided, Unprotected Median",Straight - Level,No Defects,Dry,1,No,No
c2629803,No,Not at Intersection,No,2024,Qtr 4,December,2,1899-12-30 11:35:00,Injury Crash,Monday,Daytime,No,0,No,No,Local,11,Three Approaches,Arlington County,38.88151,-77.11475,Urban,Winter,December,No,0,1,0,1,Yes,Intersection Area,Intersection Related - Within 150 Feet,N VERMONT ST (PR - ARLINGTON COUNTY),VERMONT ST,No,"",46,Female,36 - 50 Y.O.,ped4889840,Crossing At Intersection,Crossing At Intersection No Signal,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,NC,No,2024,Work on Shoulder or Median,Activity Area,No Adverse Condition (Clear/Cloud),No Traffic Control,"",Single Vehicle Crashes,Pedestrian,No,No,No Traffic Control Device Present,0.3,0,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,Yes
c5801558,No,Not at Intersection,No,2024,Qtr 4,December,3,1899-12-30 06:42:00,Injury Crash,Tuesday,Daytime,No,0,No,No,Other Principal Arterial,6,Not at Intersection,Fairfax County,38.83581,-77.18049,Urban,Winter,December,No,0,2,0,1,Yes,Interchange Area,Main-Line Roadway,VA-244W,COLUMBIA PIKE,No,"",27,Male,21 - 35 Y.O.,ped8031204,Crossing Not At Intersection,Crossing Not At Intersection – Rural,Not Applicable,Not Applicable,Not Applicable,Minor/Possible Injury,VA,Not Applicable,2024,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Traffic Control,"",Single Vehicle Crashes,Pedestrian,No,No,No Traffic Control Device Present,0.93,244,"Two-Way, Divided, Positive Median Barrier",Straight - Level,No Defects,Dry,1,No,No
c5633991,No,Not at Intersection,No,2024,Qtr 4,December,4,1899-12-30 16:23:00,Injury Crash,Wednesday,Daytime,No,0,No,No,Local,16,Not at Intersection,Roanoke City,37.25842,-79.95943,Urban,Winter,December,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,SUBURBAN AVE SW (PR - CITY OF ROANOKE),SUBURBAN AVE,No,"",,Male,Null Age Group,ped4389449,Playing In Roadway,Playing In Roadway,No Defects,Had Not Been Drinking,Had Not Been Drinking,Serious Injury,VA,No,2024,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Traffic Control,"",Single Vehicle Crashes,Pedestrian,No,No,No Traffic Control Device Present,0.07,0,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c8251992,No,Not at Intersection,No,2024,Qtr 4,December,4,1899-12-30 18:15:00,Fatal Crash,Wednesday,Nighttime,No,0,No,No,Minor Arterial,18,Not at Intersection,Fairfax County,38.77611,-77.26733,Urban,Winter,December,No,1,1,1,0,Yes,Interchange Area,Main-Line Roadway,SC-644W (FAIRFAX COUNTY),OLD KEENE MILL RD,No,"",14,Female,under 15 Y.O.,ped8635397,Crossing Not At Intersection,Crossing Not At Intersection – Urban,No Defects,Had Not Been Drinking,Had Not Been Drinking,Dead,VA,No,2024,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,1.36,644,"Two-Way, Divided, Positive Median Barrier",Straight - Level,No Defects,Dry,1,No,No
c8838318,No,Not at Intersection,No,2024,Qtr 4,December,4,1899-12-30 18:21:00,Injury Crash,Wednesday,Nighttime,No,0,No,No,Local,18,Not at Intersection,Arlington County,38.88876,-77.0918,Urban,Winter,December,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,N EDGEWOOD ST (PR - ARLINGTON COUNTY),EDGEWOOD ST,No,"",48,Female,36 - 50 Y.O.,ped1481199,Coming From Behind Parked Cars,Coming From Behind Parked Cars,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2024,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,0.74,0,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c3221681,No,Not at Intersection,No,2024,Qtr 4,December,5,1899-12-30 15:36:00,Injury Crash,Thursday,Daytime,No,0,No,No,Other Principal Arterial,15,Not at Intersection,Arlington County,38.8807,-77.11252,Urban,Winter,December,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,N TAYLOR ST (PR - ARLINGTON COUNTY),TAYLOR ST,No,"",55,Male,51 - 64 Y.O.,ped1194044,Not In Roadway,Not In Roadway,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2024,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Traffic Control,"",Single Vehicle Crashes,Pedestrian,No,No,No Traffic Control Device Present,0.04,6608,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c9499735,No,Not at Intersection,No,2024,Qtr 4,December,5,1899-12-30 16:58:00,Injury Crash,Thursday,Daytime,No,0,No,No,Local,16,Not at Intersection,Richmond City,37.54927,-77.4622,Urban,Winter,December,No,0,2,0,1,Yes,Interchange Area,Main-Line Roadway,FLOYD AVE (PR - CITY OF RICHMOND),FLOYD AVE,Yes,"",43,Male,36 - 50 Y.O.,ped2352425,Crossing Not At Intersection,Crossing Not At Intersection – Urban,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2024,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,0.54,0,"Two-Way, Divided, Unprotected Median",Straight - Level,No Defects,Dry,1,Yes,No
c9957478,No,Not at Intersection,No,2024,Qtr 4,December,6,1899-12-30 18:45:00,Injury Crash,Friday,Nighttime,No,0,No,No,Local,18,Not at Intersection,Chesterfield County,37.4984,-77.67085,Urban,Winter,December,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,SC-7277N (CHESTERFIELD COUNTY),CHARTER LANDING DR,No,"",9,Female,under 15 Y.O.,ped1219244,Playing In Roadway,Playing In Roadway,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2024,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Traffic Control,"",Single Vehicle Crashes,Pedestrian,No,No,No Traffic Control Device Present,0.46,7277,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c5090660,No,Not at Intersection,No,2024,Qtr 4,December,7,1899-12-30 14:00:00,Injury Crash,Saturday,Daytime,No,0,No,No,Other Principal Arterial,14,Not at Intersection,Galax City,36.67221,-80.91473,Urban,Winter,December,No,0,1,0,1,Yes,Interchange Area,Main-Line Roadway,US-58E,STUART DR,No,"",,Male,Null Age Group,ped1885694,Crossing Not At Intersection,Crossing Not At Intersection – Urban,Not Applicable,Not Applicable,Not Applicable,No Apparent Injury,VA,No,2024,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,190.92,58,"Two-Way, Not Divided",Grade - Straight,No Defects,Dry,1,No,No
c2774179,No,Not at Intersection,No,2024,Qtr 4,December,7,1899-12-30 19:50:00,Injury Crash,Saturday,Nighttime,Yes,0,No,No,"",19,Not at Intersection,Fairfax County,38.87785,-77.38996,Urban,Winter,December,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,LEE JACKSON MEMORIAL HWY SERVI RD (PR - FAIRFAX COUNTY),VA-50 SERVICE RD,No,"",31,Female,21 - 35 Y.O.,ped6615885,Standing In Roadway,Standing In Roadway,Not Applicable,Not Applicable,Not Applicable,Serious Injury,VA,No,2024,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Traffic Control,"",Single Vehicle Crashes,Pedestrian,No,No,No Traffic Control Device Present,1.59,0,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c6065207,No,Not at Intersection,No,2024,Qtr 4,December,7,1899-12-30 21:35:00,Fatal Crash,Saturday,Nighttime,No,0,No,No,Minor Collector,21,Not at Intersection,Pittsylvania County,36.68422,-79.36153,Urban,Winter,December,No,1,0,1,0,Yes,Intersection Area,Non-Intersection,SC-719N (PITTSYLVANIA COUNTY),LAWLESS CREEK RD,No,"",33,Male,21 - 35 Y.O.,ped0925712,Walking In Roadway,Walking In Roadway With Traffic – Sidewalks Not Available,No Defects,Had Not Been Drinking,Had Not Been Drinking,Dead,VA,No,2024,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Passing Lines,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,4.75,719,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c5981318,No,Not at Intersection,No,2024,Qtr 4,December,8,1899-12-30 17:45:00,Fatal Crash,Sunday,Daytime,No,0,No,No,Other Principal Arterial,17,Not at Intersection,Pittsylvania County,36.70843,-79.3742,Rural,Winter,December,No,1,0,1,0,Yes,Intersection Area,Non-Intersection,US-29S,US-29,No,"",79,Male,65 and over Y.O.,ped3015297,Crossing Not At Intersection,Crossing Not At Intersection – Rural,No Defects,Had Not Been Drinking,Had Not Been Drinking,Dead,VA,No,2024,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Multiple Vehicle Crashes,Pedestrian,No,No,Yes - Working,16.52,29,"Two-Way, Divided, Unprotected Median",Straight - Level,No Defects,Dry,2,No,No
c5154510,No,Not at Intersection,No,2024,Qtr 4,December,8,1899-12-30 23:53:00,Injury Crash,Sunday,Nighttime,No,0,No,No,Other Principal Arterial,23,Not at Intersection,Norfolk City,36.8389,-76.21022,Urban,Winter,December,No,0,2,0,1,Yes,Intersection Area,Non-Intersection,US-13N,MILITARY HWAY,No,"",46,Male,36 - 50 Y.O.,ped8589961,Walking In Roadway,Walking In Roadway With Traffic – Sidewalks Not Available,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2024,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,47.1,13,"Two-Way, Divided, Positive Median Barrier",Straight - Level,No Defects,Dry,1,No,No
c7276582,No,Not at Intersection,No,2024,Qtr 4,December,10,1899-12-30 14:11:00,Injury Crash,Tuesday,Daytime,No,0,No,No,Major Collector,14,Not at Intersection,Culpeper County,38.49768,-77.88698,Rural,Winter,December,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,SC-669S (CULPEPER COUNTY),CARRICO MILLS RD,No,"",25,Male,21 - 35 Y.O.,ped1898108,Working In Roadway,Working In Roadway,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2024,Intermittent or Moving Work,Activity Area,No Adverse Condition (Clear/Cloud),No Passing Lines,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,5.57,669,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,Yes
c2877732,No,Not at Intersection,No,2024,Qtr 4,December,11,1899-12-30 14:56:00,Injury Crash,Wednesday,Daytime,No,0,No,No,Minor Arterial,14,Not at Intersection,Lynchburg City,37.40812,-79.21687,Urban,Winter,December,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,UR-6044S (CITY OF LYNCHBURG),OLD FOREST RD,No,"",13,Male,under 15 Y.O.,ped3158786,Walking In Roadway,Walking In Roadway With Traffic – Sidewalks Not Available,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2024,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Multiple Vehicle Crashes,Pedestrian,No,No,Yes - Working,0.62,0,"Two-Way, Not Divided",Straight - Level,No Defects,Wet,2,No,No
c5688074,No,Not at Intersection,No,2024,Qtr 4,December,12,1899-12-30 06:23:00,Injury Crash,Thursday,Daytime,No,0,No,No,Minor Arterial,6,Not at Intersection,Richmond City,37.51253,-77.4618,Urban,Winter,December,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,UR-7528W (CITY OF RICHMOND),MIDLOTHIAN TPIKE,No,"",20,Male,15 - 20 Y.O.,ped2964684,Coming From Behind Parked Cars,Coming From Behind Parked Cars,No Defects,Had Not Been Drinking,Had Not Been Drinking,Serious Injury,VA,No,2024,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,0.72,,"Two-Way, Divided, Unprotected Median",Straight - Level,No Defects,Dry,1,No,No
c0563722,No,Not at Intersection,No,2024,Qtr 4,December,12,1899-12-30 08:10:00,Injury Crash,Thursday,Daytime,Yes,0,No,No,Local,8,Not at Intersection,Roanoke City,37.25175,-79.96798,Urban,Winter,December,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,PERSINGER RD SW (PR - CITY OF ROANOKE),PERSINGER RD,No,"",17,Female,15 - 20 Y.O.,ped6672156,Walking In Roadway,Walking In Roadway With Traffic – Sidewalks Not Available,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2024,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,0.21,0,"Two-Way, Not Divided",Grade - Straight,No Defects,Dry,1,No,No
c2590166,No,Not at Intersection,No,2024,Qtr 4,December,12,1899-12-30 08:13:00,Injury Crash,Thursday,Daytime,No,0,No,No,"",8,Not at Intersection,Loudoun County,38.99617,-77.3994,Urban,Winter,December,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,"",CIRCLE DR,No,"",45,Male,36 - 50 Y.O.,ped8559678,Working In Roadway,Working In Roadway,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,Not Applicable,2024,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Traffic Control,"",Single Vehicle Crashes,Pedestrian,No,No,No Traffic Control Device Present,,0,Unknown,Straight - Level,Other,Icy,1,No,No
c5394421,No,Not at Intersection,No,2024,Qtr 4,December,12,1899-12-30 17:39:00,Fatal Crash,Thursday,Daytime,No,0,No,No,Other Principal Arterial,17,Not at Intersection,Danville City,36.62226,-79.40459,Urban,Winter,December,No,1,0,1,0,Yes,Interchange Area,Main-Line Roadway,BUS US-29N (1 CITY OF DANVILLE),PINEY FOREST RD,No,"",71,Male,65 and over Y.O.,ped7223166,Crossing Not At Intersection,Crossing Not At Intersection – Urban,Other,Had Not Been Drinking,Had Not Been Drinking,Dead,VA,No,2024,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Traffic Lanes Marked,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,7.97,29,"Two-Way, Divided, Unprotected Median",Straight - Level,No Defects,Dry,1,No,No
c0425947,No,Not at Intersection,No,2024,Qtr 4,December,13,1899-12-30 09:02:00,Injury Crash,Friday,Daytime,No,0,No,No,"",9,Not at Intersection,Fauquier County,38.76001,-77.73734,Urban,Winter,December,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,"",OLD ALEXANDRIA TPIKE,No,"",64,Male,51 - 64 Y.O.,ped5555124,Other,Other,No Defects,Had Not Been Drinking,Had Not Been Drinking,No Apparent Injury,VA,No,2024,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Traffic Control,"",Single Vehicle Crashes,Pedestrian,No,Yes,No Traffic Control Device Present,,0,Unknown,Other,No Defects,Dry,1,No,No
c6045397,No,Not at Intersection,No,2024,Qtr 4,December,13,1899-12-30 15:00:00,Injury Crash,Friday,Daytime,Yes,0,No,No,Local,15,Not at Intersection,Bristol City,36.59564,-82.19704,Urban,Winter,December,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,DOUGLAS ST (PR - CITY OF BRISTOL),DOUGLAS ST,No,"",36,Male,36 - 50 Y.O.,ped9148876,Crossing At Intersection,Crossing At Intersection No Signal,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,NC,No,2024,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Traffic Control,"",Single Vehicle Crashes,Pedestrian,No,No,No Traffic Control Device Present,0.01,0,"Two-Way, Not Divided",Grade - Straight,No Defects,Dry,1,No,No
c2122230,No,Not at Intersection,No,2024,Qtr 4,December,14,1899-12-30 16:14:00,Injury Crash,Saturday,Daytime,No,0,No,No,Local,16,Not at Intersection,Arlington County,38.86419,-77.09842,Urban,Winter,December,No,0,1,0,1,Yes,Interchange Area,Main-Line Roadway,7TH ST S (NP - ARLINGTON COUNTY),7TH ST,No,"",21,Male,21 - 35 Y.O.,ped3875497,Getting Off Or On Another Vehicle,Getting Off Or On Another Vehicle,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,MD,No,2024,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),No Traffic Control,"",Single Vehicle Crashes,Pedestrian,No,No,No Traffic Control Device Present,0.59,,"Two-Way, Not Divided",Straight - Level,No Defects,Dry,1,No,No
c6440850,No,Not at Intersection,No,2024,Qtr 4,December,15,1899-12-30 12:57:00,Injury Crash,Sunday,Daytime,No,0,No,No,"",12,Four Approaches,Hampton City,37.05848,-76.42653,Urban,Winter,December,No,0,1,0,1,Yes,Intersection Area,Within Intersection,"",BIG BETHEL RD,No,"",16,Male,15 - 20 Y.O.,ped1113823,Crossing At Intersection,Crossing At Intersection Against Signal,No Defects,Had Not Been Drinking,Had Not Been Drinking,Serious Injury,VA,No,2024,Not Provided,Not Provided,No Adverse Condition (Clear/Cloud),Stop Sign,"",Single Vehicle Crashes,Pedestrian,No,No,Yes - Working,,0,"Two-Way, Divided, Positive Median Barrier",Straight - Level,No Defects,Dry,1,No,No
c9258907,No,Not at Intersection,No,2024,Qtr 4,December,15,1899-12-30 18:32:00,Injury Crash,Sunday,Nighttime,No,0,No,No,Major Collector,18,Not at Intersection,Loudoun County,39.11084,-77.5479,Urban,Winter,December,No,0,1,0,1,Yes,Intersection Area,Non-Intersection,UR-4S (TOWN OF LEESBURG),PLAZA ST,No,"",,Female,Null Age Group,ped6510084,Crossing Not At Intersection,Crossing Not At Intersection – Urban,No Defects,Had Not Been Drinking,Had Not Been Drinking,Minor/Possible Injury,VA,No,2024,Not Provided,Not Provided,Rain,Pedestrian Crosswalk,Leesburg,Single Vehicle Crashes,Pedestrian,No,Yes,Yes - Working,0.24,4,"Two-Way, Not Divided",Straight - Level,No Defects,Wet,1,No,No
